Date,Place,IMO number,Ship Name,Callsign,MMSI,Flag,Deficiencies,Detention,Ship Risk Profile
21.09.2016,Penang (Malaysia),9261786,MARIA L,SXNS,240044000,Greece,2,no,Standard Risk Ship
21.09.2016,Port Kelang (Malaysia),9208514,QC ATHINA,V7NZ8,538006522,Marshall Islands,0,no,Standard Risk Ship
21.09.2016,"Kuching, Sarawak (Malaysia)",9493042,CONSTANCY,9VCL2,563042000,Singapore,0,no,Low Risk Ship
21.09.2016,"Kuching, Sarawak (Malaysia)",9228629,TOYO EAGLE,H3LY,355327000,Panama,0,no,Standard Risk Ship
21.09.2016,"Labuan, Sabah (Malaysia)",9238636,KOTA HARUM,9VFF8,564622000,Singapore,1,no,Standard Risk Ship
21.09.2016,"Sandakan, Sabah (Malaysia)",8135253,DANICA JOY 2,DUJ2123,548579000,Philippines,13,no,
20.09.2016,"Bintulu, Sarawak (Malaysia)",9355599,TAY SON 3,3WMV,574624000,Vietnam,0,no,Standard Risk Ship
20.09.2016,"Lahad Datu, Sabah (Malaysia)",9430703,ASIA EVERGREEN,3FYH4,373370000,Panama,0,no,Low Risk Ship
20.09.2016,"Bintulu, Sarawak (Malaysia)",8820810,V. L. 10,HSB3445,567050200,Thailand,0,no,Standard Risk Ship
20.09.2016,"Labuan, Sabah (Malaysia)",9323895,SHINANO,D5IS9,636016988,Liberia,2,no,Standard Risk Ship
20.09.2016,"Kuching, Sarawak (Malaysia)",9464522,GLORY MARUGAME,3ESH5,370302000,Panama,0,no,Standard Risk Ship
19.09.2016,"Bintulu, Sarawak (Malaysia)",9145308,PROSPERITY,9V8894,564990000,Singapore,1,no,High Risk Ship
19.09.2016,"Bintulu, Sarawak (Malaysia)",9363390,LEO PERDANA,3ENH8,355656000,Panama,0,no,High Risk Ship
19.09.2016,"Kuching, Sarawak (Malaysia)",9154141,NEW GLORY,9VLA,564141000,Singapore,0,no,Low Risk Ship
19.09.2016,"Kuching, Sarawak (Malaysia)",9167693,TRANSCO SKY,3WAG,574948000,Vietnam,0,no,Standard Risk Ship
19.09.2016,"Kuching, Sarawak (Malaysia)",9445239,GOLDEN SHOWER ACE,3ESO2,370376000,Panama,0,no,Low Risk Ship
19.09.2016,"Bintulu, Sarawak (Malaysia)",9185487,JUPITER,T2SC4,572740210,Tuvalu,0,no,Standard Risk Ship
19.09.2016,"Kuching, Sarawak (Malaysia)",9238870,MACAU TRADER,S6NO9,564682000,Singapore,0,no,Low Risk Ship
19.09.2016,"Kuching, Sarawak (Malaysia)",9242601,CONMAR LAKE,V2OE8,304428000,Antigua and Barbuda,0,no,Standard Risk Ship
19.09.2016,Penang (Malaysia),9484326,COSCO GENOA,VRKT3,477077800,"Hong Kong, China",0,no,Low Risk Ship
18.09.2016,Port Kelang (Malaysia),9619854,TIGER SOUTH,VRKE3,477832600,"Hong Kong, China",0,no,Low Risk Ship
18.09.2016,"Pasir Gudang, Johor (Malaysia)",9148855,JUBILEE,9V5269,563001860,Singapore,1,no,Standard Risk Ship
18.09.2016,Tanjung Pelepas (Malaysia),9638018,JAZEEL,9VDD6,566585000,Singapore,0,no,Low Risk Ship
17.09.2016,"Pasir Gudang, Johor (Malaysia)",9638006,ROYALTY,S6EF2,566571000,Singapore,0,no,Low Risk Ship
17.09.2016,"Lahad Datu, Sabah (Malaysia)",9669926,GREEN SEA,D5FK3,636016291,Liberia,1,no,Standard Risk Ship
17.09.2016,"Pasir Gudang, Johor (Malaysia)",9621742,UNIKA,9V9460,566129000,Singapore,0,no,Low Risk Ship
16.09.2016,Penang (Malaysia),9761970,ZHONG XIN 6,T8A2071,511113000,Palau,16,no,
15.09.2016,"Tawau, Sabah (Malaysia)",9174426,ASIAN GLORY,3FWD5,351128000,Panama,0,no,High Risk Ship
15.09.2016,"Kuching, Sarawak (Malaysia)",9630511,DYNAMIC OCEAN 03,3WEP9,574001230,Vietnam,2,no,Standard Risk Ship
15.09.2016,"Kuching, Sarawak (Malaysia)",9659490,EAST BANGKOK,HSB4914,567495000,Thailand,0,no,High Risk Ship
14.09.2016,"Bintulu, Sarawak (Malaysia)",9579406,UNISON POWER,VRJI3,477167500,"Hong Kong, China",2,no,Standard Risk Ship
14.09.2016,"Lahad Datu, Sabah (Malaysia)",9323895,SHINANO,D5IS9,636016988,Liberia,0,no,Standard Risk Ship
14.09.2016,"Bintulu, Sarawak (Malaysia)",9237254,RICH OCEAN 9,H3OE,356070000,Panama,5,no,
14.09.2016,"Kota Kinabalu, Sabah (Malaysia)",9700237,GLORY PIONEER,9V2424,564911000,Singapore,0,no,Low Risk Ship
14.09.2016,Tanjung Pelepas (Malaysia),9183350,NORTHERN STAR,HSB4887,567493000,Thailand,2,no,Low Risk Ship
13.09.2016,"Kuching, Sarawak (Malaysia)",9289867,GLORY DILIGENCE,9V9315,566323000,Singapore,0,no,Standard Risk Ship
13.09.2016,Penang (Malaysia),9534717,SHIPMARIN VICTORY,3WDR9,574405000,Vietnam,1,no,Standard Risk Ship
13.09.2016,Penang (Malaysia),9626417,KMTC SHENZHEN,3FZH8,351483000,Panama,0,no,Low Risk Ship
11.09.2016,"Bintulu, Sarawak (Malaysia)",9124885,FU YE,V3VH3,312054000,Belize,2,no,Standard Risk Ship
09.09.2016,"Bintulu, Sarawak (Malaysia)",9140437,SEA HONOUR,HSB4391,567386000,Thailand,0,no,Standard Risk Ship
09.09.2016,Penang (Malaysia),9130523,EVER APEX,3FCX7,356871000,Panama,0,no,Low Risk Ship
09.09.2016,Penang (Malaysia),9119660,CHINDWIN STAR,D5GW8,636016588,Liberia,4,no,Standard Risk Ship
09.09.2016,"Kuching, Sarawak (Malaysia)",9106895,BANI BHUM,HSBB2,567000800,Thailand,0,no,High Risk Ship
09.09.2016,"Kuching, Sarawak (Malaysia)",9133575,TAN BINH 22,JVSG3,457990000,Mongolia,3,no,High Risk Ship
09.09.2016,"Lahad Datu, Sabah (Malaysia)",9641493,CORVUS,E5U2775,518828000,Cook Islands,0,no,Standard Risk Ship
09.09.2016,"Lahad Datu, Sabah (Malaysia)",9590711,KING GREGORY,SVBP8,241220000,Greece,0,no,Low Risk Ship
08.09.2016,Port Kelang (Malaysia),9159098,CTP GOLDEN,PNLU,525015706,Indonesia,6,yes,Standard Risk Ship
08.09.2016,Port Kelang (Malaysia),9425837,FOREVER SW,3FIS8,354480000,Panama,0,no,Standard Risk Ship
08.09.2016,Port Kelang (Malaysia),9425837,FOREVER SW,3FIS8,354480000,Panama,1,no,
08.09.2016,Penang (Malaysia),9761970,ZHONG XIN 6,T8A2071,511113000,Palau,16,no,Standard Risk Ship
07.09.2016,Penang (Malaysia),9626405,KMTC NINGBO,3FCO6,352975000,Panama,0,no,Low Risk Ship
07.09.2016,"Kuching, Sarawak (Malaysia)",9586966,PASCO 98,3WAG9,574000610,Vietnam,0,no,Standard Risk Ship
07.09.2016,"Kuching, Sarawak (Malaysia)",9251145,KOTA TEGAP,9VES8,564672000,Singapore,0,no,Standard Risk Ship
07.09.2016,"Bintulu, Sarawak (Malaysia)",9643934,HONG HAI 6,VRLU7,477243100,"Hong Kong, China",2,no,Low Risk Ship
07.09.2016,Tanjung Pelepas (Malaysia),9118381,JUBILEE STAR,HSB5122,567509000,Thailand,0,no,Low Risk Ship
07.09.2016,Penang (Malaysia),9222467,AREOPOLIS,ELYA7,636016483,Liberia,0,no,Standard Risk Ship
06.09.2016,"Kota Kinabalu, Sabah (Malaysia)",9197222,SEAWING I,3EVT7,374364000,Panama,0,no,High Risk Ship
06.09.2016,"Kota Kinabalu, Sabah (Malaysia)",9197222,SEAWING I,3EVT7,374364000,Panama,1,no,
06.09.2016,"Bintulu, Sarawak (Malaysia)",9636395,COREWISE OL,3FEX6,352292000,Panama,0,no,Standard Risk Ship
06.09.2016,Penang (Malaysia),9102124,STOLT CAPABILITY,ELSN9,636010380,Liberia,3,no,Low Risk Ship
05.09.2016,"Sandakan, Sabah (Malaysia)",9364887,SEIYO HONOR,3FJB9,373133000,Panama,0,no,Standard Risk Ship
05.09.2016,"Bintulu, Sarawak (Malaysia)",9714252,HUNAN,9V2462,565562000,Singapore,3,no,Standard Risk Ship
05.09.2016,"Kuching, Sarawak (Malaysia)",9309863,CSC ZHONG HAI,VRJJ3,477328700,"Hong Kong, China",0,no,Low Risk Ship
05.09.2016,Penang (Malaysia),9226231,SEA CASTLE,HSB4373,567384000,Thailand,3,no,Standard Risk Ship
05.09.2016,Penang (Malaysia),9598294,BUFFLEHEAD,5BRB3,210916000,Cyprus,0,no,Standard Risk Ship
05.09.2016,Penang (Malaysia),9407160,MOL EMPIRE,VRGE7,477655900,"Hong Kong, China",2,no,Low Risk Ship
05.09.2016,"Kuching, Sarawak (Malaysia)",9307865,TRANSCO GLORY,3WUH9,574002780,Vietnam,0,no,High Risk Ship
04.09.2016,"Pasir Gudang, Johor (Malaysia)",6620773,AMUSEMENT WORLD,HOGV,374142000,Panama,1,no,
03.09.2016,Sarikei (Malaysia),9630523,DYNAMIC OCEAN 27,3WEQ9,574001240,Vietnam,1,no,Standard Risk Ship
03.09.2016,Sarikei (Malaysia),9614127,PRINCE HENRY,VRIN8,477095200,"Hong Kong, China",0,no,Standard Risk Ship
03.09.2016,Sarikei (Malaysia),9614127,PRINCE HENRY,VRIN8,477095200,"Hong Kong, China",3,no,
03.09.2016,"Kota Kinabalu, Sabah (Malaysia)",9062300,SUNNINE,3FXI5,374269000,Panama,0,no,Standard Risk Ship
03.09.2016,"Tawau, Sabah (Malaysia)",9360221,EPISODE,9V8966,565759000,Singapore,0,no,Low Risk Ship
03.09.2016,"Tawau, Sabah (Malaysia)",9643996,LOTUS CORAL,3EXZ8,354555000,Panama,0,no,Standard Risk Ship
02.09.2016,"Kuching, Sarawak (Malaysia)",9542910,TIGER WINTER,VRLF4,477334800,"Hong Kong, China",0,no,Low Risk Ship
02.09.2016,Penang (Malaysia),9327683,X-PRESS MAKALU,9V2365,564032000,Singapore,0,no,Low Risk Ship
02.09.2016,"Lahad Datu, Sabah (Malaysia)",9542831,MOLESON,HBLE,269039000,Switzerland,1,no,Standard Risk Ship
02.09.2016,"Kuching, Sarawak (Malaysia)",9587697,HOA BINH 45,3WBF9,574000790,Vietnam,3,no,Standard Risk Ship
02.09.2016,Penang (Malaysia),7903031,BANGSAOTONG,HSBA2,567114000,Thailand,9,no,High Risk Ship
02.09.2016,"Tawau, Sabah (Malaysia)",9571741,SUNRISE,XVDJ,574000070,Vietnam,4,no,Standard Risk Ship
01.09.2016,"Kota Kinabalu, Sabah (Malaysia)",9051739,HAN FENG,VRDL7,477036400,"Hong Kong, China",0,no,Standard Risk Ship
01.09.2016,Kuantan (Malaysia),9435143,PINE 4,3FPZ3,372918000,Panama,0,no,Low Risk Ship
01.09.2016,"Kuching, Sarawak (Malaysia)",9361457,AULAC VISION,3WVT9,574002830,Vietnam,0,no,Standard Risk Ship
01.09.2016,"Bintulu, Sarawak (Malaysia)",9433858,NOBLE CORAL,3EMP5,352659000,Panama,5,no,Standard Risk Ship
01.09.2016,"Bintulu, Sarawak (Malaysia)",9742235,YANGTZE JEWEL,V7OZ2,538006604,Marshall Islands,0,no,Low Risk Ship
01.09.2016,"Bintulu, Sarawak (Malaysia)",9705940,SK LINE 1,9V2048,563536000,Singapore,4,no,High Risk Ship
01.09.2016,"Kuching, Sarawak (Malaysia)",9148544,KUO LUNG,3FCT8,351965000,Panama,3,no,
01.09.2016,"Kota Kinabalu, Sabah (Malaysia)",9103609,SEA BRIGHTON,HSB3434,567050100,Thailand,0,no,Standard Risk Ship
30.08.2016,Penang (Malaysia),9581112,OCEANLINE 283,HP5973,357508000,Panama,4,no,Standard Risk Ship
30.08.2016,Tanjung Pelepas (Malaysia),9524786,OCEAN EAGLE,9V3344,566314000,Singapore,3,no,
30.08.2016,"Kota Kinabalu, Sabah (Malaysia)",9051739,HAN FENG,VRDL7,477036400,"Hong Kong, China",0,no,Standard Risk Ship
30.08.2016,Penang (Malaysia),9505118,OCEANLINE 262,9V7471,563340000,Singapore,6,no,Standard Risk Ship
30.08.2016,"Lahad Datu, Sabah (Malaysia)",9112753,THERESA SUCCESS,T2CN4,572415210,Tuvalu,3,no,High Risk Ship
29.08.2016,Penang (Malaysia),9343778,AZALEA GALAXY,3EEV4,371823000,Panama,2,no,Low Risk Ship
29.08.2016,"Kota Kinabalu, Sabah (Malaysia)",9051739,HAN FENG,VRDL7,477036400,"Hong Kong, China",3,no,
29.08.2016,"Kota Kinabalu, Sabah (Malaysia)",9199830,GENCO PROGRESS,VRYH6,477088000,"Hong Kong, China",0,no,Low Risk Ship
28.08.2016,Sarikei (Malaysia),9518880,WISBY TEAK,LAHV7,259944000,Norway,0,no,Low Risk Ship
28.08.2016,"Kota Kinabalu, Sabah (Malaysia)",9249219,EVER PEARL,9V9794,566460000,Singapore,0,no,Standard Risk Ship
28.08.2016,"Bintulu, Sarawak (Malaysia)",9509085,PANURGE,V3VA,312042000,Belize,2,no,Standard Risk Ship
28.08.2016,"Bintulu, Sarawak (Malaysia)",9407653,SEA DREAM,3WON,574445000,Vietnam,13,no,
28.08.2016,"Bintulu, Sarawak (Malaysia)",9123386,FALCON,3FGH6,356463000,Panama,0,no,High Risk Ship
28.08.2016,Tanjung Pelepas (Malaysia),9638018,JAZEEL,9VDD6,566585000,Singapore,1,no,
26.08.2016,Penang (Malaysia),9578725,OCEANLINE 285,HP4714,357683000,Panama,4,no,Standard Risk Ship
26.08.2016,Penang (Malaysia),9563196,OCEANLINE 281,HP6388,371635000,Panama,2,no,Standard Risk Ship
26.08.2016,Penang (Malaysia),9583081,OCEANLINE 282,HP6539,352583000,Panama,2,no,Standard Risk Ship
26.08.2016,"Lahad Datu, Sabah (Malaysia)",9126429,KEREM,9HA2651,215143000,Malta,0,no,Standard Risk Ship
26.08.2016,"Lahad Datu, Sabah (Malaysia)",9015278,ASIA BRIDGE 3,V3WW5,312675000,Belize,1,no,Standard Risk Ship
26.08.2016,Penang (Malaysia),9700665,LAURA,V7JP9,538006090,Marshall Islands,0,no,Low Risk Ship
26.08.2016,"Kuching, Sarawak (Malaysia)",9554171,AKTEA R,9HA2309,248303000,Malta,0,no,Low Risk Ship
26.08.2016,"Kuching, Sarawak (Malaysia)",9237175,ZIRCON,T3SA2,529819000,Kiribati,2,no,Standard Risk Ship
25.08.2016,Port Kelang (Malaysia),9353278,YM ENHANCER,A8OS4,636013697,Liberia,0,no,Low Risk Ship
25.08.2016,Port Kelang (Malaysia),9326407,WAN HAI 507,9VJJ5,565536000,Singapore,0,no,Low Risk Ship
25.08.2016,Penang (Malaysia),9286906,IRIS II,3EPS5,353710000,Panama,0,no,Low Risk Ship
25.08.2016,"Bintulu, Sarawak (Malaysia)",9325843,CHEMROAD FUJI,3EGN2,355497000,Panama,0,no,Standard Risk Ship
25.08.2016,"Bintulu, Sarawak (Malaysia)",9673032,XING LONG ZHOU 665,3EUI9,357367000,Panama,1,no,
25.08.2016,Penang (Malaysia),9508720,ECE NUR K,9HA2323,248333000,Malta,1,no,Low Risk Ship
24.08.2016,Port Kelang (Malaysia),9120762,ZHONG YUAN QING DAO,BOVG,414206000,China,0,no,Low Risk Ship
24.08.2016,Port Kelang (Malaysia),9525924,AL QIBLA,9HA3958,256576000,Malta,0,no,Low Risk Ship
24.08.2016,Port Kelang (Malaysia),9596533,VITTORIA,9V9517,566192000,Singapore,4,no,
24.08.2016,"Bintulu, Sarawak (Malaysia)",9636137,PERMATA,3FMK,373078000,Panama,0,no,Standard Risk Ship
24.08.2016,Kuantan (Malaysia),8681795,HAI JI 27,9LU2228,667001425,Sierra Leone,7,no,
24.08.2016,Tanjung Pelepas (Malaysia),9169691,CS PROSPERITY,V7UB3,538007000,Marshall Islands,0,no,High Risk Ship
23.08.2016,"Lahad Datu, Sabah (Malaysia)",9276298,AD PHOENIX,9V9433,566105000,Singapore,0,no,High Risk Ship
23.08.2016,"Bintulu, Sarawak (Malaysia)",9550993,QUANG MINH 6,XVVX,574920000,Vietnam,1,no,Standard Risk Ship
23.08.2016,Port Kelang (Malaysia),9651943,COREBEST OL,3FJY8,373841000,Panama,0,no,Standard Risk Ship
23.08.2016,Port Kelang (Malaysia),9135092,KOTA HARTA,9VNI,563904000,Singapore,0,no,Standard Risk Ship
23.08.2016,Sarikei (Malaysia),8408014,SPLENDOUR,3FWU2,371685000,Panama,0,no,High Risk Ship
23.08.2016,Sarikei (Malaysia),9580493,CONQUEROR,3FMJ,351758000,Panama,0,no,High Risk Ship
23.08.2016,Sarikei (Malaysia),8408014,SPLENDOUR,3FWU2,371685000,Panama,3,no,
23.08.2016,Port Kelang (Malaysia),9132399,MOROTAI,PNJU,525015667,Indonesia,0,no,Standard Risk Ship
22.08.2016,"Lahad Datu, Sabah (Malaysia)",8608602,RUI DONG,H9YW,354426000,Panama,0,no,Standard Risk Ship
22.08.2016,Port Kelang (Malaysia),9645853,CSCL SPRING,VRMT6,477257100,"Hong Kong, China",0,no,Low Risk Ship
22.08.2016,"Kota Kinabalu, Sabah (Malaysia)",9108659,FU XING,V3WF4,312459000,Belize,1,no,Standard Risk Ship
22.08.2016,Sarikei (Malaysia),9430014,TROPICAL VENUS,3FPO7,351794000,Panama,0,no,Standard Risk Ship
22.08.2016,Sarikei (Malaysia),9290983,VOSCO UNITY,3WBT9,574682000,Vietnam,0,no,Standard Risk Ship
21.08.2016,"Lahad Datu, Sabah (Malaysia)",9228320,MTM HONG KONG,9V3600,564002000,Singapore,0,no,Low Risk Ship
21.08.2016,"Bintulu, Sarawak (Malaysia)",9719343,TS CHALLENGE,3FKU5,357254000,Panama,0,no,Standard Risk Ship
21.08.2016,"Bintulu, Sarawak (Malaysia)",9377573,LYDIA,CQDQ,255805793,Portugal,4,no,
20.08.2016,"Lahad Datu, Sabah (Malaysia)",9269647,MY HUNG,3WFX,574230000,Vietnam,2,no,Standard Risk Ship
19.08.2016,"Bintulu, Sarawak (Malaysia)",8519459,SEA ZENITH,HSB3376,567316000,Thailand,5,no,Standard Risk Ship
19.08.2016,"Lahad Datu, Sabah (Malaysia)",9747338,PTI NILE,VRPW3,477620300,"Hong Kong, China",4,no,Standard Risk Ship
19.08.2016,"Kuching, Sarawak (Malaysia)",9616711,DYNAMIC OCEAN 18,3WCW9,574001030,Vietnam,1,no,Standard Risk Ship
19.08.2016,Penang (Malaysia),9423621,FAIRCHEM SILVER,V7ZV6,538004924,Marshall Islands,1,no,Low Risk Ship
19.08.2016,Penang (Malaysia),9130511,EVER ALLY,3FTK6,353027000,Panama,0,no,Standard Risk Ship
18.08.2016,Penang (Malaysia),9112806,THANLWIN STAR,A8CG3,636016525,Liberia,1,no,Standard Risk Ship
18.08.2016,Penang (Malaysia),9112806,THANLWIN STAR,A8CG3,636016525,Liberia,6,no,
18.08.2016,Port Kelang (Malaysia),9628879,FAIRY ISLAND,3EUH2,373600000,Panama,2,no,
18.08.2016,Tanjung Pelepas (Malaysia),9249233,EVER PRIDE,VQGH8,235612000,United Kingdom,0,no,Low Risk Ship
18.08.2016,"Kuching, Sarawak (Malaysia)",9629146,HAI PHUONG 619,3WFT9,574012697,Vietnam,2,no,Standard Risk Ship
17.08.2016,Port Kelang (Malaysia),9167502,JASMINE ACE,3FAL8,351877000,Panama,2,no,Standard Risk Ship
17.08.2016,Port Kelang (Malaysia),9167502,JASMINE ACE,3FAL8,351877000,Panama,4,no,
17.08.2016,Port Kelang (Malaysia),9397262,BLESSING SW,3FIP7,372085000,Panama,0,no,Standard Risk Ship
17.08.2016,Kuantan (Malaysia),9594145,STELLAR WISTERIA,V7VY2,538004239,Marshall Islands,0,no,Low Risk Ship
17.08.2016,Kuantan (Malaysia),8749808,ORANGES C,YD3760,0,Indonesia,4,no,Standard Risk Ship
17.08.2016,Tanjung Pelepas (Malaysia),9249221,EVER POWER,H9VE,354195000,Panama,0,no,Low Risk Ship
17.08.2016,"Bintulu, Sarawak (Malaysia)",9567752,SOUTHERN LION,3FBG9,371115000,Panama,0,no,Low Risk Ship
17.08.2016,"Bintulu, Sarawak (Malaysia)",9567752,SOUTHERN LION,3FBG9,371115000,Panama,1,no,
16.08.2016,"Lahad Datu, Sabah (Malaysia)",9169811,YING RICH,VRLM8,477017100,"Hong Kong, China",3,no,Standard Risk Ship
16.08.2016,"Bintulu, Sarawak (Malaysia)",9473406,BULKTEC,VRFJ3,477264900,"Hong Kong, China",3,no,Standard Risk Ship
16.08.2016,Penang (Malaysia),9459278,STADT FREIBURG,V2EX3,305587000,Antigua and Barbuda,1,no,Standard Risk Ship
16.08.2016,Langkawi (Malaysia),9373606,GLORY RIVER,9VNT9,565537000,Singapore,0,no,Standard Risk Ship
16.08.2016,Tanjung Pelepas (Malaysia),9717383,OCTAGON,9V3322,566287000,Singapore,0,no,Standard Risk Ship
16.08.2016,"Kuching, Sarawak (Malaysia)",9005182,SENNA 2,HSB4407,567388000,Thailand,0,no,Standard Risk Ship
16.08.2016,"Kuching, Sarawak (Malaysia)",9425370,SOLITAIRE,9VCE2,565610000,Singapore,0,no,Low Risk Ship
16.08.2016,"Kuching, Sarawak (Malaysia)",9005182,SENNA 2,HSB4407,567388000,Thailand,1,no,
16.08.2016,Penang (Malaysia),9248679,LAKONIA,VROG2,477967600,"Hong Kong, China",0,no,Standard Risk Ship
15.08.2016,Penang (Malaysia),9348431,NORTHERN GENIUS,A8MW9,636091382,Liberia,1,no,Standard Risk Ship
15.08.2016,"Kuching, Sarawak (Malaysia)",9323625,HOA BINH 27,3WHF,574253000,Vietnam,2,no,Standard Risk Ship
14.08.2016,"Bintulu, Sarawak (Malaysia)",9339935,ALBANY,VRNY2,477193500,"Hong Kong, China",0,no,Low Risk Ship
13.08.2016,"Kuching, Sarawak (Malaysia)",9477490,ATLANTIK MIRACLE,9HPX9,249343000,Malta,0,no,Low Risk Ship
12.08.2016,"Lahad Datu, Sabah (Malaysia)",9134476,SB PRINCESS,DSOU5,440350000,"Korea, Republic of",1,no,Standard Risk Ship
12.08.2016,Tanjung Pelepas (Malaysia),9133850,CS DEVELOPMENT,V7QW3,538006746,Marshall Islands,0,no,Standard Risk Ship
12.08.2016,"Lahad Datu, Sabah (Malaysia)",8400581,RUI BO,T3NS2,529739000,Kiribati,3,no,High Risk Ship
11.08.2016,"Kuching, Sarawak (Malaysia)",9017678,ARK PIONEER,V4VF2,341592000,Saint Kitts and Nevis,0,no,High Risk Ship
11.08.2016,"Tawau, Sabah (Malaysia)",9449508,PAN EDELWEISS,3FTF5,352647000,Panama,0,no,Low Risk Ship
11.08.2016,Port Kelang (Malaysia),9628623,ANSHENG,9V9452,566120000,Singapore,1,no,Standard Risk Ship
10.08.2016,Tanjung Pelepas (Malaysia),9306225,AVA D,A8LJ8,636091266,Liberia,0,no,Standard Risk Ship
10.08.2016,Langkawi (Malaysia),9568627,THAI BINH 01,XVLV,574000550,Vietnam,2,no,Standard Risk Ship
10.08.2016,Langkawi (Malaysia),9488700,CAPRIOLE,9VCH9,565926000,Singapore,0,no,Low Risk Ship
10.08.2016,Port Kelang (Malaysia),9473767,TWINLUCK SW,3FCW3,373558000,Panama,0,no,Standard Risk Ship
10.08.2016,Port Kelang (Malaysia),9596533,VITTORIA,9V9517,566192000,Singapore,4,no,Standard Risk Ship
10.08.2016,Lumut (Malaysia),9726798,STELLAR ACE,V7QW5,538006749,Marshall Islands,2,no,Standard Risk Ship
10.08.2016,"Pasir Gudang, Johor (Malaysia)",6620773,AMUSEMENT WORLD,HOGV,374142000,Panama,1,no,High Risk Ship
09.08.2016,"Sandakan, Sabah (Malaysia)",9539743,UNI WEALTH,VRFV4,477621200,"Hong Kong, China",2,no,Standard Risk Ship
09.08.2016,"Lahad Datu, Sabah (Malaysia)",9200598,SOUTHERNPEC 18,VRXN7,477005000,"Hong Kong, China",2,no,High Risk Ship
09.08.2016,"Kuching, Sarawak (Malaysia)",9370991,JANESIA ASPHALT IV,9V3383,566376000,Singapore,0,no,Low Risk Ship
09.08.2016,"Kuching, Sarawak (Malaysia)",9772814,LIANG DA,3EYO4,354557000,Panama,0,no,High Risk Ship
09.08.2016,Lumut (Malaysia),9244996,TAN BINH 129,3WTZ9,574013029,Vietnam,3,no,High Risk Ship
09.08.2016,Lumut (Malaysia),9516387,BERLIN,A8RG2,636091656,Liberia,1,no,Standard Risk Ship
09.08.2016,Penang (Malaysia),9296559,PEARL EXPRESS,HPWH,356229000,Panama,0,no,Low Risk Ship
09.08.2016,"Bintulu, Sarawak (Malaysia)",9624172,MAPLE OCEAN,V7ZA3,538004777,Marshall Islands,0,no,Standard Risk Ship
09.08.2016,Port Kelang (Malaysia),9326433,WAN HAI 510,9VJJ8,565741000,Singapore,0,no,Low Risk Ship
08.08.2016,"Kuching, Sarawak (Malaysia)",9225500,PIONEER C,T2XH4,572865210,Tuvalu,2,no,High Risk Ship
08.08.2016,"Bintulu, Sarawak (Malaysia)",9114244,BOW CARDINAL,LADQ5,259830000,Norway,9,no,High Risk Ship
08.08.2016,Port Kelang (Malaysia),9331232,SANTA ANNA,3EIC2,372071000,Panama,0,no,High Risk Ship
08.08.2016,Port Kelang (Malaysia),9282077,TRANG AN 05,XVJA,574222000,Vietnam,5,no,Standard Risk Ship
07.08.2016,"Lahad Datu, Sabah (Malaysia)",9433860,GLOBAL MERCURY,3EON7,357151000,Panama,0,no,Standard Risk Ship
07.08.2016,"Bintulu, Sarawak (Malaysia)",9051636,BEHDAD,EPBW6,422036500,"Iran, Islamic Republic of",1,no,High Risk Ship
07.08.2016,"Bintulu, Sarawak (Malaysia)",9724776,SOFIE VICTORY,LAXA7,258491000,Norway,0,no,Standard Risk Ship
05.08.2016,Penang (Malaysia),9327683,X-PRESS MAKALU,9V2365,564032000,Singapore,2,no,Low Risk Ship
05.08.2016,Penang (Malaysia),9557745,OCEAN GULL,9V3320,566302000,Singapore,1,no,Low Risk Ship
05.08.2016,"Kuching, Sarawak (Malaysia)",9230294,LIZSTAR GLORY,XYGL,506120000,Myanmar,2,no,Standard Risk Ship
05.08.2016,"Kota Kinabalu, Sabah (Malaysia)",9060247,SERENITY 1,3FGU9,354109000,Panama,2,no,
04.08.2016,"Kuching, Sarawak (Malaysia)",9106895,BANI BHUM,HSBB2,567000800,Thailand,2,no,
04.08.2016,"Labuan, Sabah (Malaysia)",9379686,REM ETIVE,LAIQ,259156000,Norway,1,no,Standard Risk Ship
04.08.2016,"Kuching, Sarawak (Malaysia)",9726255,PAOLO TOPIC,V7RI2,538006801,Marshall Islands,0,no,Standard Risk Ship
04.08.2016,Penang (Malaysia),9669859,OCEANLINE SC 668,JVWG4,457629002,Mongolia,9,no,
04.08.2016,"Kota Kinabalu, Sabah (Malaysia)",9578177,MP PACIFIC,XVDD,574000080,Vietnam,3,no,Standard Risk Ship
04.08.2016,"Kuching, Sarawak (Malaysia)",9106895,BANI BHUM,HSBB2,567000800,Thailand,0,no,High Risk Ship
03.08.2016,Langkawi (Malaysia),9614347,STELLAR BALTIC,V2QQ6,305610000,Antigua and Barbuda,0,no,High Risk Ship
03.08.2016,Penang (Malaysia),9587879,PANGEA,D5FV3,636016371,Liberia,1,no,High Risk Ship
03.08.2016,Kuantan (Malaysia),0,MEISUN T35,,0,Belize,0,no,High Risk Ship
03.08.2016,"Pasir Gudang, Johor (Malaysia)",9487249,BANI YAS,A8XN7,636014942,Liberia,0,no,Standard Risk Ship
02.08.2016,Tanjung Pelepas (Malaysia),9524786,OCEAN EAGLE,9V3344,566314000,Singapore,3,no,Low Risk Ship
02.08.2016,"Kota Kinabalu, Sabah (Malaysia)",9060247,SERENITY 1,3FGU9,354109000,Panama,2,no,High Risk Ship
02.08.2016,Penang (Malaysia),9408267,PORTHOS,V7RJ3,538003518,Marshall Islands,1,no,High Risk Ship
